step,train_loss,test_loss,train_acc,test_acc,restricted_loss,excluded_loss,hill,moment,gpd,k,n,median_deviation
16600,3.19842e-07,14.6283,1,0.279673,6.15023,15.1864,0.0409852,-0.114524,-0.108999,638,12769,548.417
16700,0.000455861,9.80624,1,0.276205,4.40409,10.4278,0.0412628,-0.154809,-0.134452,638,12769,355.001
16800,0.00513514,6.59221,1,0.284707,3.2642,7.20193,0.038695,-0.107618,-0.105231,638,12769,246.582
16900,0.00296826,6.80353,1,0.287169,3.25463,7.61694,0.0389303,-0.0872945,-0.0822242,638,12769,253.442
17000,0.00113242,7.39918,1,0.289742,3.39374,8.47258,0.0396646,-0.0767281,-0.0761098,638,12769,268.373
17100,0.00041517,8.04257,1,0.29265,3.56848,9.42218,0.0400408,-0.0587998,-0.0655104,638,12769,278.896
17200,0.000149932,8.6898,1,0.295783,3.75407,10.4233,0.0409418,-0.0537469,-0.0637545,638,12769,284.921
17300,5.40095e-05,9.32198,1,0.297684,3.94091,11.4517,0.041043,-0.0320449,-0.0460067,638,12769,287.075
17400,1.9588e-05,9.92611,1,0.299027,4.12051,12.4834,0.0420299,-0.0394702,-0.054054,638,12769,286.955
17500,7.27391e-06,10.4798,1,0.30104,4.28387,13.4902,0.0421795,-0.0299678,-0.0462821,638,12769,287.123
17600,2.84555e-06,10.958,1,0.302271,4.41842,14.4343,0.0425197,-0.0346374,-0.0522628,638,12769,289.842
17700,1.22639e-06,11.324,1,0.304285,4.51228,15.2454,0.0426272,-0.0398459,-0.0579585,638,12769,291.679
17800,6.17803e-07,11.5332,1,0.305739,4.54759,15.8095,0.0420601,-0.0331153,-0.0520493,638,12769,300.218
17900,3.74902e-07,11.5774,1,0.307193,4.51999,15.9962,0.0418902,-0.0299346,-0.0475521,638,12769,336.259
18000,2.79815e-07,11.4854,1,0.307081,4.4275,15.8037,0.0412068,-0.0162652,-0.0249485,638,12769,419.698
18100,2.91643e-07,11.2539,1,0.308759,4.27438,15.4914,0.0413749,-0.0394955,-0.0372757,638,12769,541.13
18200,0.000252438,8.72021,1,0.310773,3.5203,12.2168,0.0426618,-0.063678,-0.0723211,638,12769,431.551
18300,0.00240658,5.4347,1,0.316031,2.38929,7.81776,0.0421264,-0.0747995,-0.0822203,638,12769,283.02
18400,0.00184158,5.3488,1,0.319387,2.29733,7.97988,0.0421821,-0.0606192,-0.0701682,638,12769,278.281
18500,0.000701153,5.76297,1,0.324197,2.36992,8.80544,0.0436942,-0.080805,-0.0845259,638,12769,292.969
18600,0.000256252,6.20863,1,0.327106,2.46944,9.71931,0.0433062,-0.0608074,-0.0709673,638,12769,303.401
18700,9.24735e-05,6.65236,1,0.331916,2.57734,10.6896,0.0442517,-0.0778795,-0.086404,638,12769,309.244
18800,3.33376e-05,7.07519,1,0.334601,2.68272,11.6979,0.0443565,-0.0736967,-0.0858587,638,12769,311.823
18900,1.21502e-05,7.46772,1,0.339859,2.78214,12.7243,0.0442638,-0.0683202,-0.0845912,638,12769,312.986
19000,4.58357e-06,7.81537,1,0.344222,2.86882,13.7352,0.0452778,-0.0949741,-0.107429,638,12769,315.566
19100,1.85568e-06,8.09686,1,0.347242,2.93259,14.6829,0.0449894,-0.0905961,-0.105834,638,12769,318.735
19200,8.4844e-07,8.27529,1,0.3525,2.96072,15.4816,0.0455326,-0.110822,-0.122255,638,12769,318.057
19300,4.63951e-07,8.34307,1,0.359324,2.95357,16.0091,0.045444,-0.108957,-0.117913,638,12769,329.547
19400,3.03657e-07,8.31567,1,0.363016,2.90713,16.2221,0.0459376,-0.107846,-0.107771,638,12769,371.751
19500,2.50713e-07,8.18538,1,0.36805,2.81039,16.1386,0.043854,-0.0494704,-0.0579601,638,12769,443.853
19600,0.0187824,8.61809,0.993734,0.349256,3.72907,15.5473,0.0468544,-0.0785158,-0.0726438,638,12769,512.547
19700,0.000782747,4.4853,1,0.37644,1.71841,9.14817,0.0455897,-0.0555121,-0.0601131,638,12769,294.627
19800,0.0014557,3.94041,1,0.381698,1.52405,8.45847,0.0440185,-0.0584309,-0.0576794,638,12769,256.691
19900,0.000561576,4.21866,1,0.39076,1.5544,9.51924,0.0456367,-0.0782396,-0.0742563,638,12769,268.844
20000,0.000204494,4.52434,1,0.398031,1.60604,10.688,0.0464134,-0.074589,-0.0729645,638,12769,278.316
20100,7.34223e-05,4.82142,1,0.408435,1.66022,11.9223,0.0477288,-0.09312,-0.0865924,638,12769,284.041
20200,2.63346e-05,5.08489,1,0.416378,1.70795,13.1895,0.0499145,-0.134446,-0.110825,638,12769,286.913
20300,9.57243e-06,5.29906,1,0.425887,1.73973,14.4519,0.050168,-0.135774,-0.110288,638,12769,288.657
20400,3.61281e-06,5.44878,1,0.435955,1.75063,15.6557,0.0500743,-0.132643,-0.106979,638,12769,291.037
20500,1.47306e-06,5.51138,1,0.449715,1.73319,16.7394,0.0494713,-0.127251,-0.103027,638,12769,291.835
20600,6.8771e-07,5.46715,1,0.459447,1.68347,17.5662,0.0486332,-0.113377,-0.0948479,638,12769,289.008
20700,3.90371e-07,5.31911,1,0.473879,1.60108,17.9627,0.0468716,-0.0888866,-0.0820157,638,12769,301.918
20800,2.65497e-07,5.09116,1,0.48775,1.48665,17.9275,0.0464901,-0.0901893,-0.092559,638,12769,345.59
20900,2.23229e-07,4.80533,1,0.503188,1.34056,17.6959,0.0499528,-0.15392,-0.138296,638,12769,439.652
21000,0.00590987,4.79234,0.999217,0.489205,1.79822,15.8341,0.0500114,-0.201121,-0.171828,638,12769,479.326
21100,0.00101425,2.32584,1,0.539546,0.770362,9.21379,0.0481764,-0.161175,-0.133151,638,12769,285.25
21200,0.00189026,2.01849,1,0.551068,0.662086,8.60051,0.046924,-0.175884,-0.141601,638,12769,251.675
21300,0.000734514,1.94337,1,0.586307,0.578639,9.65828,0.0475208,-0.171298,-0.138597,638,12769,267.514
21400,0.000263666,1.81889,1,0.625014,0.492701,10.8162,0.0482898,-0.166105,-0.135948,638,12769,280.433
