step,train_loss,test_loss,train_acc,test_acc,restricted_loss,excluded_loss,hill,moment,gpd,k,n,median_deviation
2200,3.60647e-07,25.0999,1,0.267256,11.8713,17.372,0.0427872,-0.135401,-0.137382,638,12769,178.559
2300,3.60958e-07,25.1044,1,0.267144,11.88,17.427,0.0457844,-0.135724,-0.148434,638,12769,239.356
2400,3.84395e-07,25.1153,1,0.265913,11.915,17.5052,0.0501052,-0.118632,-0.133401,638,12769,321.416
2500,4.10727e-07,24.8833,1,0.265466,11.8013,17.4095,0.0529471,-0.0983985,-0.120731,638,12769,390.495
2600,4.54178e-07,24.5008,1,0.265242,11.6244,17.1955,0.0573214,-0.0793492,-0.10737,638,12769,418.116
2700,4.71452e-07,24.1968,1,0.265354,11.4685,17.0346,0.0607374,-0.0324688,-0.0618256,638,12769,423.753
2800,4.80261e-07,23.955,1,0.264683,11.4287,16.8755,0.0642128,-0.00988331,-0.0340681,638,12769,423.969
2900,4.95294e-07,23.7842,1,0.264795,11.3617,16.8097,0.0684523,-0.0222021,-0.0470506,638,12769,424.111
3000,4.80012e-07,23.5438,1,0.264235,11.2204,16.7134,0.0687152,-0.0176139,-0.0412589,638,12769,423.637
3100,4.79981e-07,23.3487,1,0.26513,11.1282,16.6411,0.0694577,-0.0630165,-0.0838732,638,12769,421.271
3200,4.74254e-07,23.1698,1,0.264795,11.032,16.5823,0.0715534,-0.124234,-0.128932,638,12769,412.82
3300,4.67406e-07,22.9893,1,0.264012,10.933,16.5242,0.0698841,-0.0965647,-0.114498,638,12769,410.752
3400,4.71297e-07,22.7797,1,0.265354,10.8162,16.4602,0.0684248,-0.0936938,-0.112586,638,12769,398.366
3500,4.59407e-07,22.6229,1,0.265466,10.7295,16.4254,0.0695734,-0.116606,-0.129326,638,12769,398.901
3600,4.70239e-07,22.4073,1,0.265578,10.614,16.3536,0.0691388,-0.110444,-0.125615,638,12769,391.945
3700,4.53773e-07,22.2337,1,0.265913,10.5159,16.3113,0.0703425,-0.127926,-0.133933,638,12769,393.031
3800,4.56357e-07,22.0533,1,0.265913,10.4135,16.2561,0.0722854,-0.137552,-0.140274,638,12769,393.891
3900,4.48513e-07,21.8836,1,0.265913,10.3158,16.2224,0.0724777,-0.137226,-0.138601,638,12769,387.665
4000,4.64698e-07,21.6609,1,0.265578,10.2031,16.1454,0.0719759,-0.123357,-0.128056,638,12769,386.161
4100,4.70332e-07,21.4981,1,0.265578,10.1115,16.1091,0.073297,-0.128819,-0.129225,638,12769,395.022
4200,4.50941e-07,21.3616,1,0.265354,10.019,16.0994,0.0731529,-0.123777,-0.12164,638,12769,386.893
4300,4.60963e-07,21.1987,1,0.264683,9.93035,16.0594,0.0715707,-0.100032,-0.105512,638,12769,387.307
4400,4.51906e-07,21.0369,1,0.265242,9.8351,16.029,0.0717465,-0.128413,-0.117142,638,12769,385.529
4500,4.51719e-07,20.8903,1,0.265018,9.75751,16.0044,0.0717627,-0.143006,-0.122372,638,12769,377.796
4600,4.59158e-07,20.7293,1,0.264235,9.6592,15.969,0.070751,-0.134128,-0.116153,638,12769,380.438
4700,4.47984e-07,20.5949,1,0.264795,9.58568,15.954,0.0696004,-0.122132,-0.10914,638,12769,381.145
4800,4.52622e-07,20.4417,1,0.264459,9.49604,15.9282,0.0683484,-0.10973,-0.101699,638,12769,375.756
4900,0.0668269,20.2274,0.992428,0.223627,10.8428,14.9116,0.0669823,-0.155662,-0.127453,638,12769,292.356
5000,0.00267642,11.093,1,0.261886,5.61975,8.90699,0.062592,-0.154337,-0.138552,638,12769,158.184
5100,0.00941025,8.96318,1,0.263005,4.83275,7.3992,0.0588033,-0.158845,-0.138852,638,12769,133.638
5200,0.00410932,9.87835,1,0.264123,5.16292,8.32164,0.0571548,-0.153769,-0.140041,638,12769,137.371
5300,0.00153051,11.0016,1,0.263229,5.59731,9.43404,0.0550264,-0.137816,-0.134294,638,12769,140.716
5400,0.000553849,12.1668,1,0.26334,6.06606,10.5907,0.0541131,-0.160257,-0.151138,638,12769,143.011
5500,0.000198506,13.3346,1,0.262557,6.54591,11.7592,0.0522372,-0.15996,-0.156948,638,12769,144.267
5600,7.1227e-05,14.4905,1,0.263229,7.02795,12.9171,0.0507164,-0.164968,-0.168235,638,12769,145.072
5700,2.57578e-05,15.6206,1,0.262893,7.56984,13.9848,0.0490341,-0.171398,-0.183149,638,12769,145.918
5800,9.51636e-06,16.6917,1,0.261551,8.02298,15.0651,0.048273,-0.205591,-0.208388,638,12769,147.411
5900,3.68701e-06,17.6721,1,0.260879,8.43911,16.0445,0.0456697,-0.173756,-0.188984,638,12769,150.975
6000,1.55563e-06,18.4916,1,0.261215,8.77862,16.8304,0.0444961,-0.167999,-0.181738,638,12769,154.941
6100,7.64309e-07,19.0537,1,0.260208,8.9945,17.2852,0.0433292,-0.153368,-0.176508,638,12769,159.041
6200,4.65725e-07,19.2968,1,0.261327,9.05578,17.3353,0.0428768,-0.158998,-0.189657,638,12769,169.542
6300,3.52803e-07,19.2742,1,0.260879,8.88949,17.1085,0.0443279,-0.18344,-0.178347,638,12769,208.852
6400,3.25569e-07,19.1828,1,0.259984,8.73996,16.824,0.0458191,-0.17325,-0.14298,638,12769,290.475
6500,3.6544e-07,18.9641,1,0.258978,8.58792,16.6064,0.0487293,-0.104098,-0.0983736,638,12769,379.538
6600,4.15521e-07,18.6955,1,0.259761,8.44928,16.4091,0.0541738,-0.0907616,-0.0891788,638,12769,440.65
6700,0.00206436,17.049,1,0.23459,8.33973,14.6265,0.050045,-0.130237,-0.112828,638,12769,340.004
6800,0.00232148,9.76367,1,0.259649,4.88095,8.76796,0.0489941,-0.128485,-0.112735,638,12769,208.933
6900,0.00448739,8.73817,1,0.262557,4.4859,7.98086,0.0456309,-0.0902328,-0.0891401,638,12769,188.55
7000,0.00177622,9.6902,1,0.263452,4.82876,8.93724,0.0445951,-0.0959943,-0.087553,638,12769,199.083
7100,0.000659849,10.7371,1,0.264907,5.2383,10.0328,0.0442572,-0.11043,-0.0936706,638,12769,207.585
7200,0.000240103,11.8115,1,0.2639,5.67585,11.2045,0.0430985,-0.0915944,-0.0836511,638,12769,213.534
7300,8.6763e-05,12.881,1,0.2639,6.1224,12.4161,0.0427184,-0.0939482,-0.0855918,638,12769,216.902
7400,3.14495e-05,13.9346,1,0.263788,6.56456,13.6395,0.0431218,-0.124582,-0.102589,638,12769,218.948
7500,1.156e-05,14.9483,1,0.264683,6.99277,14.8391,0.0429255,-0.137587,-0.11234,638,12769,221.567
7600,4.4168e-06,15.8849,1,0.265018,7.38583,15.9584,0.0425243,-0.135107,-0.114843,638,12769,227.013
7700,1.82337e-06,16.6826,1,0.266025,7.71167,16.9106,0.0417544,-0.116644,-0.109238,638,12769,235.315
7800,8.59209e-07,17.2723,1,0.267032,7.93675,17.5745,0.0417508,-0.116245,-0.110455,638,12769,242.768
7900,4.9019e-07,17.5797,1,0.267815,8.01855,17.8023,0.0431545,-0.118422,-0.107464,638,12769,264.008
8000,3.48197e-07,17.6085,1,0.266697,7.94061,17.5753,0.0450345,-0.0966792,-0.0956415,638,12769,309.953
8100,3.35124e-07,17.4039,1,0.266361,7.72662,17.1144,0.04871,-0.102743,-0.101462,638,12769,397.097
8200,3.81065e-07,17.088,1,0.266249,7.65942,16.6731,0.0544187,-0.147389,-0.129406,638,12769,470.964
8300,0.000441291,13.824,1,0.25193,6.48405,13.5121,0.0474352,-0.102045,-0.0994255,638,12769,338.242
8400,0.00361561,8.24275,1,0.268486,4.11419,8.26749,0.0465579,-0.0904915,-0.0950682,638,12769,216.822
8500,0.0048488,7.73742,1,0.268039,3.9097,7.98692,0.0441198,-0.0512341,-0.0694402,638,12769,205.092
8600,0.0018902,8.54185,1,0.270053,4.14824,9.00069,0.0434013,-0.0549386,-0.0737628,638,12769,219.052
8700,0.000698318,9.41449,1,0.269381,4.45829,10.105,0.042957,-0.0864096,-0.0971569,638,12769,230.133
8800,0.000253376,10.3057,1,0.269381,4.7886,11.274,0.0407409,-0.0694533,-0.0834808,638,12769,237.679
8900,9.13465e-05,11.2011,1,0.269493,5.18674,12.4523,0.0411753,-0.123972,-0.119674,638,12769,242.166
9000,3.30624e-05,12.0805,1,0.270053,5.52815,13.6736,0.0398821,-0.128084,-0.121579,638,12769,244.672
9100,1.21178e-05,12.9175,1,0.269941,5.85377,14.8684,0.0384183,-0.12046,-0.118022,638,12769,246.87
9200,4.61152e-06,13.6878,1,0.270948,6.15453,15.9908,0.0390854,-0.175716,-0.147638,638,12769,251.448
9300,1.88581e-06,14.3521,1,0.271619,6.40761,16.9625,0.0383471,-0.170059,-0.147544,638,12769,257.819
9400,8.77448e-07,14.8381,1,0.272514,6.57841,17.6628,0.0390719,-0.191892,-0.153699,638,12769,262.669
9500,4.91559e-07,15.1013,1,0.273521,6.6391,17.9419,0.0393858,-0.208668,-0.160737,638,12769,278.113
9600,3.3833e-07,15.1558,1,0.274415,6.58252,17.7675,0.038983,-0.158015,-0.126615,638,12769,320.469
9700,3.04342e-07,15.0198,1,0.275087,6.42701,17.3479,0.0404454,-0.0724453,-0.0715247,638,12769,409.067
9800,3.52523e-07,14.6829,1,0.275758,6.22099,16.9606,0.044575,-0.0689431,-0.0721096,638,12769,485.047
9900,0.0720388,15.3356,0.978851,0.241414,7.68555,16.5873,0.0458646,-0.0502479,-0.0536174,638,12769,501.963
10000,0.00101199,8.35143,1,0.277995,3.85308,9.83858,0.0421875,-0.101086,-0.106248,638,12769,271.235
10100,0.00320566,6.86596,1,0.280792,3.27588,8.31551,0.0411923,-0.0975855,-0.0949118,638,12769,225.752
10200,0.00129558,7.53175,1,0.282358,3.4751,9.35165,0.0407296,-0.100888,-0.104866,638,12769,237.762
10300,0.000478581,8.29759,1,0.284372,3.7315,10.5678,0.0408866,-0.115073,-0.12233,638,12769,247.94
10400,0.000173031,9.0814,1,0.286721,4.00702,11.861,0.0409921,-0.134387,-0.140599,638,12769,254.82
10500,6.22557e-05,9.86084,1,0.287169,4.28713,13.1921,0.040093,-0.117503,-0.13529,638,12769,258.841
10600,2.24964e-05,10.6181,1,0.288064,4.56064,14.5347,0.0407604,-0.150863,-0.160155,638,12769,261.587
10700,8.29468e-06,11.3412,1,0.289294,4.82063,15.854,0.0413378,-0.179944,-0.178725,638,12769,264.475
10800,3.20464e-06,11.9988,1,0.290077,5.05234,17.095,0.0413839,-0.192963,-0.187761,638,12769,270.488
10900,1.35525e-06,12.5412,1,0.291867,5.23494,18.148,0.0403799,-0.166219,-0.173284,638,12769,276.23
11000,6.67479e-07,12.8958,1,0.292203,5.33669,18.8314,0.0399455,-0.156587,-0.164109,638,12769,279.926
11100,4.02604e-07,13.033,1,0.292874,5.33876,18.944,0.0404965,-0.165817,-0.165793,638,12769,302.532
11200,2.99704e-07,12.9732,1,0.293545,5.24509,18.5305,0.041659,-0.159526,-0.153366,638,12769,362.393
11300,3.04559e-07,12.7457,1,0.295111,5.08827,17.9893,0.0456017,-0.123108,-0.113252,638,12769,458.512
11400,0.00454398,12.1546,0.999739,0.271619,5.62741,16.1228,0.043796,-0.137078,-0.153438,638,12769,435.918
11500,0.0016056,6.66507,1,0.297908,2.95134,9.47061,0.0429175,-0.142391,-0.182473,638,12769,261.169
11600,0.00391433,5.70289,1,0.302495,2.60066,8.39682,0.0419385,-0.145426,-0.158873,638,12769,227.378
11700,0.00155966,6.2189,1,0.306298,2.71881,9.37391,0.0423333,-0.185885,-0.180923,638,12769,245.069
11800,0.000576855,6.82288,1,0.309207,2.89458,10.4656,0.0410753,-0.175672,-0.177285,638,12769,259.942
11900,0.000208735,7.45177,1,0.31122,3.09214,11.6232,0.0406575,-0.181442,-0.184813,638,12769,270.575
12000,7.50348e-05,8.08116,1,0.313346,3.29729,12.8241,0.0407788,-0.194135,-0.194215,638,12769,277.472
12100,2.70592e-05,8.69012,1,0.315807,3.49778,14.0434,0.0408255,-0.193301,-0.193948,638,12769,281.912
12200,9.91746e-06,9.26512,1,0.317709,3.68952,15.2515,0.0410746,-0.193224,-0.19271,638,12769,285.757
12300,3.78711e-06,9.788,1,0.320953,3.86334,16.3962,0.0412367,-0.191788,-0.189796,638,12769,291.623
12400,1.56699e-06,10.2279,1,0.322855,4.00538,17.4305,0.0422455,-0.224763,-0.202652,638,12769,296.956
12500,7.44669e-07,10.5346,1,0.32554,4.09658,18.2316,0.0422955,-0.230687,-0.203001,638,12769,298.044
12600,4.26041e-07,10.685,1,0.327777,4.1296,18.631,0.0409182,-0.21801,-0.19677,638,12769,317.678
12700,2.98148e-07,10.6844,1,0.329343,4.09156,18.5443,0.04136,-0.221872,-0.192469,638,12769,377.067
12800,3.18006e-07,10.5305,1,0.329679,3.97083,18.1856,0.043674,-0.186812,-0.182872,638,12769,488.721
12900,0.000962189,8.88333,1,0.320394,3.71122,14.7398,0.0413981,-0.248017,-0.228141,638,12769,404.519
13000,0.00293993,5.03394,1,0.334601,2.19301,8.74531,0.0419085,-0.255306,-0.246108,638,12769,252.698
13100,0.00520681,4.47517,1,0.339747,1.98136,8.17126,0.0436651,-0.277562,-0.251046,638,12769,231.368
13200,0.00207729,4.84356,1,0.345788,2.03703,9.14434,0.043909,-0.233522,-0.235666,638,12769,254.014
13300,0.0007664,5.26832,1,0.352053,2.12976,10.2203,0.0443584,-0.225927,-0.225355,638,12769,273.269
13400,0.000275984,5.68515,1,0.357646,2.2287,11.3492,0.0446344,-0.217868,-0.215965,638,12769,287.297
13500,9.83783e-05,6.06343,1,0.363463,2.31638,12.4984,0.0438617,-0.181063,-0.194522,638,12769,296.81
13600,3.50965e-05,6.38572,1,0.371742,2.38291,13.6435,0.044786,-0.204049,-0.204052,638,12769,302.533
13700,1.267e-05,6.63253,1,0.379013,2.41848,14.7543,0.0441731,-0.178433,-0.191016,638,12769,306.676
13800,4.72702e-06,6.78448,1,0.389865,2.41883,15.7907,0.0434436,-0.160129,-0.181374,638,12769,311.257
13900,1.88631e-06,6.82275,1,0.40217,2.37427,16.696,0.0427604,-0.152236,-0.178666,638,12769,315.7
14000,8.48004e-07,6.71563,1,0.419622,2.27171,17.363,0.0418661,-0.134392,-0.169065,638,12769,313.725
14100,4.55081e-07,6.46881,1,0.434948,2.11929,17.6667,0.0419178,-0.146826,-0.178591,638,12769,318.149
14200,2.9656e-07,6.10124,1,0.451617,1.92733,17.5224,0.0398817,-0.0881962,-0.124417,638,12769,356.541
14300,2.33594e-07,5.67846,1,0.471082,1.70654,17.164,0.0416733,-0.124511,-0.151938,638,12769,462.833
14400,0.000658201,4.56007,1,0.482045,1.57967,13.4666,0.0417513,-0.114535,-0.147754,638,12769,406.209
14500,0.00229458,2.42768,1,0.516165,0.865473,8.0622,0.0420921,-0.157083,-0.181744,638,12769,253.982
14600,0.00317179,2.04112,1,0.544244,0.703238,7.7608,0.0413133,-0.133215,-0.173028,638,12769,234.344
14700,0.00119491,1.76655,1,0.600515,0.517499,8.44425,0.0425913,-0.152518,-0.169843,638,12769,250.497
14800,0.000413125,1.38321,1,0.67625,0.329771,9.10635,0.0422467,-0.138052,-0.146024,638,12769,261.886
14900,0.000139234,0.953581,1,0.761606,0.174032,9.77555,0.0421423,-0.143308,-0.142646,638,12769,268.496
15000,4.6755e-05,0.577498,1,0.838237,0.0778711,10.4979,0.0424991,-0.16302,-0.159079,638,12769,272.515
15100,1.58612e-05,0.306652,1,0.907708,0.0331012,11.2217,0.0419703,-0.181846,-0.180229,638,12769,275.025
15200,5.53295e-06,0.147184,1,0.95212,0.0130378,10.6176,0.0403721,-0.212802,-0.201722,638,12769,277.885
15300,2.02777e-06,0.0663321,1,0.979192,0.00672236,10.9735,0.0374631,-0.216359,-0.220394,638,12769,280.957
15400,8.1691e-07,0.0278204,1,0.990715,0.00360011,11.0183,0.0340878,-0.204507,-0.218245,638,12769,282.234
15500,3.90434e-07,0.0108859,1,0.996308,0.00202851,10.6219,0.0327143,-0.229944,-0.223631,638,12769,284.795
15600,2.2768e-07,0.00361681,1,0.998881,0.000242462,8.97105,0.0330955,-0.195025,-0.201466,638,12769,304.407
15700,1.48934e-07,0.00124788,1,0.999776,6.54399e-05,8.23766,0.0345905,-0.181264,-0.194628,638,12769,376.908
15800,0.00492671,0.0403652,0.998956,0.984562,0.0196678,8.14464,0.032523,-0.152409,-0.177719,638,12769,544.135
15900,0.00030492,0.0020845,1,1,0.000809724,6.00658,0.0327716,-0.199254,-0.174515,638,12769,295.986
16000,0.000750979,0.00330878,1,1,0.0015038,5.37779,0.0340576,-0.237753,-0.22444,638,12769,241.558
16100,0.000276036,0.00151367,1,0.999888,0.000609767,5.3951,0.0360197,-0.294885,-0.258302,638,12769,242.608
16200,9.42126e-05,0.000632132,1,1,0.000236598,5.43338,0.0344824,-0.24415,-0.236191,638,12769,244.096
16300,3.18654e-05,0.000251369,1,1,9.32294e-05,5.48732,0.0332023,-0.245876,-0.232778,638,12769,244.041
16400,1.0918e-05,0.000101294,1,1,3.74669e-05,5.55862,0.0322804,-0.269167,-0.240245,638,12769,243.554
16500,3.86889e-06,4.61331e-05,1,1,1.54492e-05,5.63469,0.03075,-0.256231,-0.241865,638,12769,244.019
16600,1.45597e-06,2.29696e-05,1,1,6.44886e-06,5.7078,0.0300024,-0.265022,-0.250462,638,12769,245.308
16700,6.17864e-07,1.25898e-05,1,1,2.92816e-06,5.76701,0.0296707,-0.276385,-0.262173,638,12769,249.654
16800,3.08948e-07,8.32322e-06,1,1,1.51321e-06,5.80322,0.0304208,-0.268921,-0.242796,638,12769,262.281
16900,1.84603e-07,5.23965e-06,1,1,9.64627e-07,5.81821,0.0315239,-0.287503,-0.228287,638,12769,296.058
17000,1.22882e-07,3.30873e-06,1,1,5.55006e-07,5.90847,0.031417,-0.383504,-0.291727,638,12769,400.951
17100,6.61203e-05,0.000727037,1,0.999888,0.000396182,6.01295,0.0281654,-0.321106,-0.245541,638,12769,337.728
17200,0.000459974,0.000853955,1,1,0.000531347,5.05571,0.0293901,-0.300032,-0.242499,638,12769,214.052
17300,0.000423957,0.000897818,1,1,0.000539773,5.07428,0.0298081,-0.257624,-0.239371,638,12769,193.31
17400,0.000161046,0.000448785,1,1,0.000244859,5.2418,0.0310869,-0.256137,-0.231199,638,12769,193.725
17500,5.76263e-05,0.000226572,1,1,0.000113756,5.42311,0.0324725,-0.304919,-0.247317,638,12769,196.026
17600,2.03116e-05,0.0001229,1,1,5.80421e-05,5.61359,0.0321543,-0.286095,-0.252846,638,12769,198.831
17700,7.19527e-06,7.35011e-05,1,1,3.15259e-05,5.80175,0.0307784,-0.245381,-0.249941,638,12769,201.512
17800,2.61739e-06,4.88007e-05,1,1,1.87242e-05,5.9672,0.0325929,-0.388002,-0.302116,638,12769,204.171
17900,1.01795e-06,3.7019e-05,1,1,1.2493e-05,6.08569,0.0323873,-0.414087,-0.317298,638,12769,206.574
18000,4.5038e-07,3.24076e-05,1,1,9.59512e-06,6.13282,0.0321776,-0.422086,-0.318934,638,12769,208.819
18100,2.37578e-07,2.89555e-05,1,1,6.31443e-06,6.10538,0.0320978,-0.345228,-0.298736,638,12769,214.616
18200,1.52824e-07,2.35146e-05,1,1,2.29623e-06,6.00957,0.0334007,-0.258897,-0.273845,638,12769,229.782
18300,1.13451e-07,1.607e-05,1,1,8.68686e-07,5.99087,0.0327064,-0.243514,-0.284827,638,12769,295.354
18400,0.00938621,0.0331969,0.997128,0.990715,0.0151675,6.44213,0.0273043,-0.249599,-0.246763,638,12769,487.77
18500,0.00021021,0.000611293,1,1,0.00024972,5.36644,0.0301739,-0.301688,-0.252154,638,12769,238.445
18600,0.00101882,0.00181448,1,1,0.00116983,4.9969,0.0287125,-0.189161,-0.164327,638,12769,179.487
18700,0.000473085,0.00108578,1,1,0.000646692,5.1669,0.0344579,-0.211657,-0.165477,638,12769,178.924
18800,0.000173924,0.000573528,1,1,0.000306781,5.32982,0.0354546,-0.175541,-0.157972,638,12769,183.855
18900,6.20004e-05,0.000330752,1,1,0.00014952,5.48527,0.0365507,-0.210481,-0.176125,638,12769,189.836
19000,2.1943e-05,0.000215294,1,1,7.24575e-05,5.63296,0.0361355,-0.218155,-0.181706,638,12769,195.64
19100,7.82028e-06,0.000154625,1,1,3.17149e-05,5.76813,0.0348897,-0.207276,-0.180396,638,12769,201.308
19200,2.86089e-06,0.000107592,1,1,1.42081e-05,5.8777,0.0337693,-0.205411,-0.184743,638,12769,206.448
19300,1.10678e-06,6.94043e-05,1,1,6.32875e-06,5.94443,0.0328658,-0.202153,-0.195139,638,12769,211.208
19400,4.82346e-07,4.20877e-05,1,1,2.5208e-06,5.94836,0.0319829,-0.182634,-0.201483,638,12769,215.269
19500,2.52861e-07,2.40208e-05,1,1,1.27059e-06,5.88923,0.0331102,-0.224355,-0.232243,638,12769,222.698
19600,1.57026e-07,1.15341e-05,1,1,7.09385e-07,5.80656,0.0365657,-0.219528,-0.252379,638,12769,247.334
19700,1.14323e-07,7.48356e-06,1,1,4.18015e-07,5.86941,0.0357616,-0.205442,-0.202301,638,12769,346.32
19800,0.000611028,0.00316745,1,0.999105,0.00145253,6.6221,0.0398247,-0.298769,-0.219125,638,12769,402.983
19900,0.000486112,0.000923433,1,1,0.000480239,5.19817,0.0405361,-0.221054,-0.184119,638,12769,234.398
20000,0.00199822,0.00319228,1,1,0.00216808,4.94696,0.0387249,-0.257646,-0.228472,638,12769,180.897
20100,0.000880396,0.00182329,1,1,0.00100106,5.08185,0.0368635,-0.194472,-0.192957,638,12769,183.329
20200,0.000323081,0.000942183,1,1,0.000404373,5.22032,0.036156,-0.169939,-0.169739,638,12769,190.174
20300,0.000114778,0.000524313,1,1,0.000163179,5.34315,0.0349809,-0.156055,-0.161876,638,12769,197.537
20400,4.03572e-05,0.000346864,1,1,6.83689e-05,5.47407,0.0345283,-0.194593,-0.188038,638,12769,204.115
20500,1.42301e-05,0.000264781,1,1,3.00041e-05,5.59749,0.0333138,-0.208943,-0.206031,638,12769,210.191
20600,5.1019e-06,0.000187005,1,1,1.39267e-05,5.70775,0.032912,-0.25326,-0.244407,638,12769,215.955
20700,1.90336e-06,0.000123737,1,1,6.47927e-06,5.79357,0.0321556,-0.274709,-0.277567,638,12769,221.422
20800,7.71654e-07,7.43266e-05,1,1,3.00015e-06,5.84034,0.0317779,-0.293321,-0.315143,638,12769,225.662
20900,3.63728e-07,4.00939e-05,1,1,1.59932e-06,5.83844,0.0305947,-0.244987,-0.300644,638,12769,230.253
21000,2.05706e-07,2.10529e-05,1,1,9.4841e-07,5.79602,0.0332979,-0.276638,-0.285651,638,12769,243.037
21100,1.35457e-07,1.06755e-05,1,1,6.22614e-07,5.76332,0.0381847,-0.268164,-0.278811,638,12769,288.529
21200,1.32406e-07,9.17782e-06,1,1,3.16082e-06,6.21101,0.0331546,-0.203009,-0.216631,638,12769,543.19
21300,0.000119598,0.000369273,1,1,0.000136589,5.5612,0.0364265,-0.263575,-0.197961,638,12769,257.405
21400,0.00075737,0.00129959,1,1,0.000821645,5.01603,0.0342245,-0.268653,-0.22345,638,12769,182.575
21500,0.000440729,0.000880837,1,1,0.000541981,5.15809,0.0369466,-0.19223,-0.171232,638,12769,183.177
21600,0.000161786,0.000421097,1,1,0.000221472,5.32822,0.0365238,-0.183784,-0.172469,638,12769,188.93
21700,5.73258e-05,0.000220695,1,1,9.05077e-05,5.49394,0.0336713,-0.166534,-0.16253,638,12769,194.261
21800,2.01722e-05,0.000129937,1,1,3.81819e-05,5.66029,0.0313272,-0.161751,-0.161047,638,12769,199.559
21900,7.15403e-06,8.40605e-05,1,1,1.67685e-05,5.81885,0.0291479,-0.17775,-0.163819,638,12769,204.726
22000,2.60998e-06,5.78307e-05,1,1,7.71787e-06,5.95193,0.0260458,-0.141204,-0.143003,638,12769,209.669
22100,1.01387e-06,4.35982e-05,1,1,3.80055e-06,6.03241,0.0241491,-0.157296,-0.15652,638,12769,213.781
22200,4.47081e-07,3.90845e-05,1,1,2.12914e-06,6.03825,0.0225492,-0.15981,-0.161181,638,12769,216.53
22300,2.36862e-07,4.50219e-05,1,1,1.41323e-06,5.97054,0.0223455,-0.21764,-0.188603,638,12769,220.383
22400,1.5105e-07,4.89593e-05,1,1,1.09852e-06,5.85584,0.0235044,-0.254867,-0.241625,638,12769,234.452
22500,1.10681e-07,7.27697e-05,1,1,1.14177e-06,5.82439,0.0260675,-0.336313,-0.341313,638,12769,299.25
22600,0.000205332,0.00099383,1,0.999888,0.000452991,6.40283,0.0358977,-0.243951,-0.244048,638,12769,315.081
22700,0.000223636,0.00050367,1,1,0.000239756,5.17442,0.035562,-0.183073,-0.207065,638,12769,184.491
22800,0.000315551,0.000742698,1,1,0.000555735,5.11597,0.036144,-0.21447,-0.212241,638,12769,165.028
22900,0.000122866,0.000381016,1,1,0.000394723,5.31451,0.0346189,-0.208106,-0.169863,638,12769,169.333
23000,4.41723e-05,0.000201729,1,1,0.000127954,5.52756,0.0330391,-0.207981,-0.135438,638,12769,174.244
